stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station
20198,198,RK Beograđanka,44.8076890000,20.4639740000,1,0,
20199,199,Trg Slavija,44.8032010000,20.4662040000,1,0,
20200,200,Trg Slavija,44.8035930000,20.4662210000,1,0,
20201,201,Katanićeva,44.7994470000,20.4717990000,1,0,
20202,202,Novopazarska,44.7979880000,20.4740050000,1,0,
20203,203,Mačvanska,44.7977560000,20.4740880000,1,0,
20204,204,Katanićeva,44.8000800000,20.4712010000,1,0,
20205,205,Vojvode Dragomira,44.7979190000,20.4791110000,1,0,
20206,206,Vojvode Dragomira,44.7980360000,20.4801840000,1,0,
20207,207,Crveni krst,44.7973340000,20.4875060000,1,0,
20208,208,Crveni krst,44.7979380000,20.4857380000,1,0,
20209,209,Bregalnička,44.7950210000,20.4907760000,1,0,
20210,210,Bregalnička,44.7952220000,20.4906680000,1,0,
20211,211,Velimira Todorovića,44.7932640000,20.4951260000,1,0,
20212,212,Velimira Todorovića,44.7937550000,20.4942870000,1,0,
20213,213,Škola Vojislav Ilić,44.7908170000,20.4979580000,1,0,
20214,214,Škola Vojislav Ilić,44.7918550000,20.4973950000,1,0,
20215,215,Rimska,44.7874470000,20.4997120000,1,0,
20216,216,Rimska,44.7871290000,20.5001290000,1,0,
20217,217,Šumice,44.7831540000,20.5022940000,1,0,
20218,218,Šumice,44.7839790000,20.5012970000,1,0,
20219,219,Petrinjska,44.7825650000,20.5072530000,1,0,
20220,220,Petrinjska,44.7829760000,20.5056030000,1,0,
20221,221,Konjarnik,44.7820790000,20.5113250000,1,0,
20222,222,Konjarnik,44.7823610000,20.5105100000,1,0,
20223,223,Rimska,44.7869730000,20.5016150000,1,0,
20224,224,Rimska,44.7869270000,20.5013000000,1,0,
20225,225,Peđe Milosavljevića,44.8178550000,20.3770320000,1,0,
20226,226,dr Velizara Kosanovića,44.7881280000,20.5046576000,1,0,
20227,227,Marčanska,44.7872020000,20.5088660000,1,0,
20228,228,Učiteljsko naselje,44.7860440000,20.5069960000,1,0,
20229,229,Bačvanska,44.7910103332,20.4943766528,1,0,
20230,230,Bačvanska,44.7908791254,20.4937880208,1,0,
20231,231,Grčića Milenka,44.7914700000,20.4908380000,1,0,
20232,232,Grčića Milenka,44.7916380000,20.4893020000,1,0,
20233,233,Kruševačka,44.7905560000,20.4848530000,1,0,
20234,234,Kruševačka,44.7907940000,20.4855080000,1,0,
20235,235,Crveni krst,44.7980030000,20.4865240000,1,0,
20236,236,13. Maj /ulaz/,44.8839340000,20.3400870000,1,0,
20237,237,Beogradska arena /španskih boraca/,44.8136410000,20.4182230000,1,0,
20238,238,Makedonska,44.8152090000,20.4653290000,1,0,
20239,239,27. Marta,44.8136480000,20.4727350000,1,0,
20240,240,27. Marta,44.8128760000,20.4712560000,1,0,
20241,241,Jaše Prodanovića,44.8147040000,20.4773850000,1,0,
20242,242,Jaše Prodanovića,44.8151770000,20.4764930000,1,0,
20243,243,Zdravka Čelara,44.8108400000,20.4795290000,1,0,
20244,244,Zdravka Čelara,44.8117930000,20.4790410000,1,0,
20245,245,Podvožnjak,44.8062700000,20.4835180000,1,0,
20246,246,Podvožnjak,44.8061640000,20.4838520000,1,0,
20247,247,Marka Oreškovića,44.8028920000,20.4890710000,1,0,
20248,248,Marka Oreškovića,44.8041320000,20.4869010000,1,0,
20249,249,Šabačka,44.8010430000,20.4939780000,1,0,
20250,250,Živojina Žujovića,44.8015810000,20.4927550000,1,0,
20251,251,Čegarska,44.8007880000,20.4957940000,1,0,
20252,252,Gradska bolnica,44.7996510000,20.5004130000,1,0,
20253,253,Gradska bolnica,44.8000420000,20.4993410000,1,0,
20254,254,Miloša Jankovića,44.7992840000,20.5033270000,1,0,
20255,255,Miloša Jankovića,44.7993340000,20.5037750000,1,0,
20256,256,Zvezdara,44.7982580000,20.5060450000,1,0,
20257,257,Zvezdara,44.7981490000,20.5064800000,1,0,
20258,258,Šumice,44.7828610000,20.5014210000,1,0,
20259,259,Vladimira Tomanovića,44.7818690000,20.5020700000,1,0,
20260,260,Medaković 2,44.7748670000,20.4997710000,1,0,
20261,261,Medaković 2,44.7757200000,20.5002280000,1,0,
20262,262,Svetozara Radojčića,44.7721651268,20.5022641693,1,0,
20263,263,Svetozara Radojčića,44.7720900000,20.5027400000,1,0,
20264,264,Medaković 3,44.7723840000,20.5083280000,1,0,
20265,265,Medaković 3,44.7721990000,20.5078020000,1,0,
20266,266,Glavna pošta,44.8110730000,20.4671960000,1,0,
20267,267,Glavna pošta,44.8113320000,20.4684440000,1,0,
20268,268,Admirala Geprata,44.8067690000,20.4613930000,1,0,
20269,269,London,44.8079020000,20.4629870000,1,0,
20270,270,Birčaninova,44.8050640000,20.4596190000,1,0,
20271,271,Miloša Pocerca,44.8022750000,20.4559190000,1,0,
20272,272,Višegradska,44.8017370000,20.4556910000,1,0,
20273,273,Železnička stanica BGD centar,44.7931530000,20.4500350000,1,0,
20274,274,Ortopedski zavod,44.7951630000,20.4487950000,1,0,
20275,275,Muzej Jugoslavije,44.7896790000,20.4543490000,1,0,
20276,276,Muzej Jugoslavije,44.7910090000,20.4533870000,1,0,
20277,277,Stadion Partizan,44.7862510000,20.4574600000,1,0,
20278,278,Stadion Partizan,44.7860790000,20.4576490000,1,0,
20279,279,Bolnica Dragiša Mišović,44.7775370000,20.4581430000,1,0,
20280,280,Bolnica Dragiša Mišović,44.7776800000,20.4585090000,1,0,
20281,281,Paje Adamova,44.7727202712,20.4626621687,1,0,
20282,282,Paje Adamova,44.7737860000,20.4619310000,1,0,
20283,283,Banjica,44.7693580000,20.4661240000,1,0,
20284,284,Banjica,44.7699440000,20.4656700000,1,0,
20285,285,Vojnomedicinska akademija,44.7655980000,20.4701420000,1,0,
20286,286,Vojnomedicinska akademija,44.7665990000,20.4694510000,1,0,
20287,287,Plivalište Banjica,44.7630280000,20.4724600000,1,0,
20288,288,Plivalište Banjica,44.7639970000,20.4717880000,1,0,
20289,289,Paunova,44.7598980000,20.4763070000,1,0,
20290,290,Železnička stanica "BGD centar",44.7934030000,20.4500680000,1,0,
20291,291,Baštovanska,44.7562800000,20.4768940000,1,0,
20292,292,Baštovanska,44.7571010000,20.4772110000,1,0,
20293,293,Kragujevačkih đaka,44.7540821242,20.4775579994,1,0,
20294,294,Kragujevačkih đaka,44.7548570000,20.4770050000,1,0,
20295,295,Banjica 2,44.7516710000,20.4801160000,1,0,
20296,296,Zeleni venac,44.8140885584,20.4556078599,1,0,
20297,297,Brankov most,44.8153050000,20.4520460000,1,0,
20298,298,Brankov most,44.8150070000,20.4527240000,1,0,
20299,299,Ušće,44.8152050000,20.4392510000,1,0,
20300,300,Ušće,44.8148930000,20.4390520000,1,0,
20301,301,Milentija Popovića,44.8128630000,20.4290280000,1,0,
20302,302,Milentija Popovića,44.8116380000,20.4306040000,1,0,
20303,303,Palata Srbija,44.8210460000,20.4301120000,1,0,
20304,304,Palata Srbija,44.8203151324,20.4312131816,1,0,
20305,305,Hotel Jugoslavija,44.8292270000,20.4196020000,1,0,
20306,306,Hotel Jugoslavija,44.8270910000,20.4196850000,1,0,
20307,307,Džona Kenedija,44.8353560000,20.4182710000,1,0,
20308,308,Džona Kenedija,44.8331420000,20.4184150000,1,0,
20309,309,Sremčica,44.6501250000,20.4043610000,1,0,
20310,310,Karađorđev trg,44.8369450000,20.4173650000,1,0,
20311,311,Makedonska,44.8154510000,20.4648880000,1,0,
20312,312,Aleksandra Dubčeka,44.8389200000,20.4109790000,1,0,
20313,313,KBC Zemun,44.8411910000,20.4064530000,1,0,
20314,314,KBC Zemun,44.8402900000,20.4070890000,1,0,
20315,315,Prilaz,44.8414700000,20.4033120000,1,0,
20316,316,Prilaz,44.8416590000,20.4046550000,1,0,
20317,317,Zlatiborska,44.8411440000,20.3959690000,1,0,
20318,318,Zlatiborska,44.8410180000,20.3955500000,1,0,
20319,319,Bosanska,44.8415040000,20.3895520000,1,0,
20320,320,Bosanska,44.8411880000,20.3906220000,1,0,
20321,321,Rada Končara,44.8422510000,20.3835590000,1,0,
20322,322,Rada Končara,44.8418807248,20.3855579319,1,0,
20323,323,Prvomajska,44.8429550000,20.3796240000,1,0,
20324,324,Prvomajska,44.8426516044,20.3797865521,1,0,
20325,325,Vojni put,44.8413990000,20.3762690000,1,0,
20326,326,Vojni put,44.8424870000,20.3766910000,1,0,
20327,327,Branko Plećaš,44.8396109268,20.3743008503,1,0,
20328,328,Branko Plećaš,44.8396700000,20.3759600000,1,0,
20329,329,OŠ Gavrilo Princip,44.8400300000,20.3712300000,1,0,
20330,330,OŠ Gavrilo Princip,44.8398600000,20.3716860000,1,0,
20331,331,Beogradska arena /španskih boraca/,44.8129700000,20.4184440000,1,0,
20332,332,Antifašističke borbe,44.8149010000,20.4245880000,1,0,
20333,333,Zemun /Novi grad/,44.8417660000,20.3687290000,1,0,
20334,334,Karaburma 2,44.8072210000,20.5219090000,1,0,
20335,335,Salvadora Aljendea,44.8101140000,20.5221310000,1,0,
20336,336,Salvadora Aljendea,44.8104700000,20.5218790000,1,0,
20337,337,Husinjskih rudara,44.8129450000,20.5177490000,1,0,
20338,338,Husinjskih rudara,44.8127110000,20.5180830000,1,0,
20339,339,Stevana Hristića,44.8130570000,20.5139260000,1,0,
20340,340,Stevana Hristića,44.8129566294,20.5135430928,1,0,
20341,341,Diljska,44.8131840000,20.5103700000,1,0,
20342,342,Diljska,44.8130680000,20.5110180000,1,0,
20343,343,Patrisa Lumumbe,44.8147600000,20.5062920000,1,0,
20344,344,Patrisa Lumumbe,44.8146590000,20.5062580000,1,0,
20345,345,Vojvode Micka Krstića,44.8176428127,20.5010671576,1,0,
20346,346,Vuka Vrčevića,44.8179180000,20.4966920000,1,0,
20347,347,Vuka Vrčevića,44.8176570000,20.4955400000,1,0,
20348,348,Pančevački most,44.8180953830,20.4879717325,1,0,
20349,349,Pančevački most,44.8178690000,20.4885240000,1,0,
20350,350,Centar za kulturu Vlada Divljan,44.8176830000,20.4844660000,1,0,
20351,351,Centar za kulturu Vlada Divljan,44.8174014569,20.4831829399,1,0,
20352,352,Jovana Avakumovića,44.8173520000,20.4794790000,1,0,
20353,353,Cvijićeva,44.8171890000,20.4758880000,1,0,
20354,354,Cvijićeva,44.8171320000,20.4777500000,1,0,
20355,355,Džordža Vašingtona,44.8169444932,20.4698412816,1,0,
20356,356,Džordža Vašingtona,44.8168150000,20.4700270000,1,0,
20357,357,Skadarska,44.8166050000,20.4636720000,1,0,
20358,358,Dom omladine,44.8154150000,20.4624850000,1,0,
20359,359,Zeleni venac,44.8145050000,20.4569000000,1,0,
20360,360,Zeleni venac,44.8142940000,20.4569280000,1,0,
20361,361,Brankov most,44.8151750000,20.4520520000,1,0,
20362,362,Šest kaplara,44.8152980000,20.4334570000,1,0,
20363,363,Šest kaplara,44.8144770000,20.4355010000,1,0,
20364,364,Palata Srbija,44.8169800000,20.4296160000,1,0,
20365,365,Palata Srbija,44.8170540000,20.4288280000,1,0,
20366,366,Španskih boraca,44.8197820000,20.4233800000,1,0,
20367,367,Španskih boraca,44.8195600000,20.4232520000,1,0,
20368,368,Blok 30,44.8228720000,20.4165090000,1,0,
20369,369,Blok 30,44.8216440000,20.4186480000,1,0,
20370,370,GO Novi Beograd,44.8235340000,20.4144130000,1,0,
20371,371,Arhiv,44.8255940000,20.4129760000,1,0,
20372,372,Arhiv,44.8269640000,20.4120740000,1,0,
20373,373,Bulevar maršala Tolbuhina,44.8292820000,20.4116430000,1,0,
20374,374,Bulevar maršala Tolbuhina,44.8297020000,20.4111570000,1,0,
20375,375,Antifašističke borbe,44.8138180000,20.4258910000,1,0,
20376,376,Beogradska arena,44.8168240000,20.4203910000,1,0,
20377,377,Novi Beograd /Paviljoni/,44.8303770000,20.4046670000,1,0,
20378,378,Novi Beograd /Paviljoni/,44.8300350000,20.4043320000,1,0,
20379,379,Konjarnik,44.7823730000,20.5105350000,1,0,
20380,380,Šumice,44.7836690000,20.4998400000,1,0,
20381,381,Hotel Srbija,44.7841510000,20.4937230000,1,0,
20382,382,Hotel Srbija,44.7839540000,20.4961670000,1,0,
20383,383,Grčića Milenka,44.7843870000,20.4864160000,1,0,
20384,384,Grčića Milenka,44.7842120000,20.4868000000,1,0,
20385,385,Dušanovac /pošta/,44.7847830000,20.4812760000,1,0,
20386,386,Dušanovac /pošta/,44.7864010000,20.4799630000,1,0,
20387,387,Beogradska arena /antifašističke borbe/,44.8110830000,20.4226040000,1,0,
20388,388,Dom zdravlja Voždovac,44.7876470000,20.4738240000,1,0,
20389,389,Stratimirovićeva,44.7878840000,20.4756280000,1,0,
20390,390,Južni bulevar,44.7913664184,20.4685989896,1,0,
20391,391,Franše DEperea,44.7909300000,20.4681520000,1,0,
20392,392,Franše DEperea,44.7914780000,20.4664760000,1,0,
20393,393,Deligradska,44.7957980000,20.4574670000,1,0,
20394,394,Deligradska,44.7953206717,20.4574181472,1,0,
20395,395,Mostar,44.7978460000,20.4506090000,1,0,
20396,396,Mostar,44.7974910000,20.4506640000,1,0,
20397,397,Sava centar,44.8077083608,20.4312133981,1,0,
20398,398,Sava centar,44.8071290000,20.4311500000,1,0,
20399,399,Omladinskih brigada,44.8173910000,20.4100920000,1,0,
20400,400,Omladinskih brigada,44.8168460000,20.4099570000,1,0,
20401,401,Bulevar Zorana Đinđića,44.8202410000,20.4098120000,1,0,
20402,402,Bulevar Zorana Đinđića,44.8201620000,20.4093400000,1,0,
20403,403,GO Novi Beograd,44.8234430000,20.4127280000,1,0,
20404,404,GO Novi Beograd,44.8229760000,20.4118800000,1,0,
20405,405,Džona Kenedija,44.8342830000,20.4099420000,1,0,
20406,406,Džona Kenedija,44.8339783387,20.4097198784,1,0,
20407,407,Prve pruge - Retenzija,44.8368600000,20.4106110000,1,0,
20408,408,Poljoprivredni fakultet,44.8394110000,20.4129990000,1,0,
20409,409,22. Oktobra,44.8378450000,20.4111970000,1,0,
20410,410,Zemun /pošta/,44.8421231954,20.4133157419,1,0,
20411,411,Zemun /pošta/,44.8407500000,20.4143360000,1,0,
20412,412,RK Beograd,44.8434431945,20.4122351664,1,0,
20413,413,Trg Branka Radičevića,44.8460780000,20.4095270000,1,0,
20414,414,Trg Branka Radičevića,44.8463950000,20.4085800000,1,0,
20415,415,Nade Dimić,44.8491460000,20.4028540000,1,0,
20416,416,Nade Dimić,44.8491750000,20.4024460000,1,0,
20417,417,Dunavska,44.8510270000,20.3977770000,1,0,
20418,418,Dunavska,44.8512470000,20.3968580000,1,0,
20419,419,Tršćanska,44.8538230000,20.3904500000,1,0,
20420,420,Tršćanska,44.8531290000,20.3918470000,1,0,
20421,421,Filipa Višnjića,44.8552740000,20.3866460000,1,0,
20422,422,Filipa Višnjića,44.8546770000,20.3876900000,1,0,
20423,423,Ruska,44.8578519840,20.3809073380,1,0,
20424,424,Ruska,44.8573121663,20.3817923171,1,0,
20425,425,Zemun /Gornji grad/,44.8593410000,20.3782350000,1,0,
20426,426,Vojislava Ilića,44.7718780000,20.5042560000,1,0,
20427,427,Vojislava Ilića,44.7717000000,20.5042780000,1,0,
20428,428,Zaplanjska,44.7688150000,20.5005740000,1,0,
20429,429,Zaplanjska,44.7685380000,20.5007410000,1,0,
20430,430,Naselje Braće Jerković,44.7650130000,20.4997630000,1,0,
20431,431,Naselje Braće Jerković,44.7656700000,20.5002500000,1,0,
20432,432,Braće Jerković (Mitrovo brdo),44.7631340000,20.4975000000,1,0,
20433,433,Braće Jerković (Mitrovo brdo),44.7636470000,20.4986670000,1,0,
20434,434,Beogradska arena,44.8157520000,20.4216830000,1,0,
20435,435,Bulevar umetnosti,44.8186060000,20.4154830000,1,0,
20436,436,SC Sport eko,44.7646300000,20.4930070000,1,0,
20437,437,SC Sport eko,44.7641340000,20.4935180000,1,0,
20438,438,Jovana Bijelića,44.7678530000,20.4902770000,1,0,
20439,439,Jovana Bijelića,44.7686570000,20.4895620000,1,0,
20440,440,Meštrovićeva,44.7712500000,20.4880910000,1,0,
20441,441,Meštrovićeva,44.7723163268,20.4871843990,1,0,
20442,442,Darvinova,44.7728540000,20.4823040000,1,0,
20443,443,Darvinova,44.7715690000,20.4831530000,1,0,
20444,444,Bjelovarska,44.7759240000,20.4812850000,1,0,
20445,445,Bjelovarska,44.7750747561,20.4815353885,1,0,
20446,446,Vitanovačka,44.7790560000,20.4797430000,1,0,
20447,447,Vitanovačka,44.7795440000,20.4793340000,1,0,
20448,448,Ljubićka (Univerzitet Singidunum),44.7828460000,20.4772300000,1,0,
20449,449,Ljubićka (Univerzitet Singidunum),44.7825713000,20.4773245000,1,0,
20450,450,Prešernova,44.7859100000,20.4731360000,1,0,
20451,451,Prešernova,44.7852510000,20.4741860000,1,0,
20452,452,Trg oslobođenja,44.7876000000,20.4663930000,1,0,
20453,453,Omladinskih brigada 1,44.8156070000,20.4039820000,1,0,
20454,454,Ulaz u pariske komune,44.8249000000,20.4119090000,1,0,
